"","Origin","Dest","mean_delay","n"
"1","ABE","ATL",41.7928436911488,531
"2","ABE","BWI",80,1
"3","ABE","CLE",29.2014388489209,139
"4","ABE","CLT",21.7317073170732,41
"5","ABE","CVG",38.0390625,128
"6","ABE","DTW",34.2128378378378,296
"7","ABE","JFK",48.3333333333333,3
"8","ABE","LGA",18.5,2
"9","ABE","ORD",54.7479338842975,484
"10","ABI","DFW",52.6451612903226,682
"11","ABQ","AMA",24.5969773299748,397
"12","ABQ","ATL",24.7190635451505,299
"13","ABQ","AUS",29.046511627907,86
"14","ABQ","BWI",10.4556962025316,158
"15","ABQ","CLE",18.3333333333333,3
"16","ABQ","CVG",26.6330935251799,139
"17","ABQ","DAL",18.7876376988984,1634
"18","ABQ","DEN",29.1906077348066,1086
"19","ABQ","DFW",41.5396825396825,756
"20","ABQ","ELP",22.7270833333333,480
"21","ABQ","EWR",44.2327586206897,116
"22","ABQ","GJT",366,1
"23","ABQ","HOU",21.3087934560327,489
"24","ABQ","IAD",33.1327433628319,113
"25","ABQ","IAH",38.2055555555556,540
"26","ABQ","LAS",18.46875,1312
"27","ABQ","LAX",21.0502127659574,1175
"28","ABQ","LBB",19.7322175732218,239
"29","ABQ","MAF",20.6679389312977,262
"30","ABQ","MCI",19.53125,384
"31","ABQ","MCO",17.0616966580977,389
"32","ABQ","MDW",15.6301703163017,411
"33","ABQ","MSP",33.08,200
"34","ABQ","OAK",21.214527027027,592
"35","ABQ","OKC",33.3552631578947,152
"36","ABQ","ONT",30.2686567164179,134
"37","ABQ","ORD",44.8514851485149,202
"38","ABQ","PDX",23.9427083333333,192
"39","ABQ","PHX",22.4136562127829,2519
"40","ABQ","SAN",22.373795761079,519
"41","ABQ","SAT",23.0581395348837,86
"42","ABQ","SEA",26.1821862348178,247
"43","ABQ","SFO",35.031976744186,344
"44","ABQ","SLC",24.3076923076923,780
"45","ABQ","SMF",30.1261261261261,111
"46","ABQ","STL",14.777358490566,265
"47","ABQ","TPA",15.5363636363636,220
"48","ABQ","TUL",27.0504201680672,119
"49","ABQ","TUS",17.3938461538462,325
"50","ABY","ATL",35.134,500
"51","ACK","EWR",92.620253164557,79
"52","ACK","JFK",78.6105263157895,95
"53","ACT","DFW",39.5171232876712,584
"54","ACV","CEC",25.2616279069767,172
"55","ACV","SFO",44.3833780160858,1119
"56","ACV","SMF",33.7216981132075,212
"57","ACY","ATL",53.3268482490272,257
"58","ACY","BOS",15,1
"59","ACY","JFK",40,1
"60","ACY","LGA",70.1666666666667,12
"61","ACY","MCO",62,15
"62","ACY","MYR",222,1
"63","ADK","AKN",64.48,25
"64","ADK","ANC",24.9444444444444,18
"65","ADQ","ANC",26.3395061728395,324
"66","AEX","ATL",42.0833333333333,444
"67","AEX","DFW",46.8664495114007,307
"68","AEX","IAH",34.9044585987261,157
"69","AGS","ATL",45.0082987551867,964
"70","AGS","CLT",28.7142857142857,7
"71","AGS","LGA",98.3333333333333,3
"72","AKN","ADK",40.3214285714286,28
"73","AKN","ANC",42.979381443299,97
"74","AKN","DLG",27.7727272727273,22
"75","ALB","ATL",39.0393013100437,687
"76","ALB","BWI",24.6669167291823,1333
"77","ALB","CLE",59.9886877828054,442
"78","ALB","CLT",29.5916666666667,360
"79","ALB","CVG",42,173
"80","ALB","DCA",18.8070175438597,114
"81","ALB","DTW",32.0771349862259,363
"82","ALB","EWR",61.082,500
"83","ALB","JFK",56.9333333333333,15
"84","ALB","LAS",8.66666666666667,132
"85","ALB","LGA",76,2
"86","ALB","MCO",32.029490616622,373
"87","ALB","MDW",25.0660377358491,318
"88","ALB","MSP",37.5522388059701,134
"89","ALB","ORD",41.4615384615385,845
"90","ALB","PHL",21.9816513761468,109
"91","ALB","TPA",22.1925465838509,161
"92","ALO","MSP",82.7666666666667,60
"93","AMA","ABQ",25.2062256809339,257
"94","AMA","DAL",26.083179297597,1082
"95","AMA","DEN",23.3235294117647,68
"96","AMA","DFW",35.8917668825162,1081
"97","AMA","IAH",34.4137931034483,174
"98","AMA","LAS",23.1421568627451,204
"99","ANC","ADK",21.4583333333333,24
"100","ANC","ADQ",25.1262626262626,198
"101","ANC","AKN",31.2019230769231,104
"102","ANC","ATL",43.8192771084337,83
"103","ANC","BET",26.3276699029126,412
"104","ANC","CDV",38.1556886227545,167
"105","ANC","CVG",23.4285714285714,49
"106","ANC","DEN",26.4607843137255,204
"107","ANC","DFW",56.5,80
"108","ANC","DLG",21.8888888888889,54
"109","ANC","DTW",10.75,8
"110","ANC","FAI",29.6634255796559,1337
"111","ANC","HNL",16.25,8
"112","ANC","IAH",37.4566473988439,173
"113","ANC","JNU",34.077943615257,603
"114","ANC","KOA",49,6
"115","ANC","LAS",32.5325443786982,169
"116","ANC","LAX",23.4117647058824,119
"117","ANC","MSP",45.9568965517241,232
"118","ANC","OGG",21.5454545454545,33
"119","ANC","OME",25.3548387096774,155
"120","ANC","ORD",29.8969072164948,291
"121","ANC","OTZ",29.2109826589595,346
"122","ANC","PDX",20.8368794326241,282
"123","ANC","PHX",28.2125603864734,207
"124","ANC","SCC",34.1373626373626,182
"125","ANC","SEA",28.8983409812919,2833
"126","ANC","SFO",26.3636363636364,88
"127","ANC","SLC",22.3607594936709,158
"128","APF","ATL",44.3133640552995,217
"129","ASE","DEN",36.4211423699915,1173
"130","ASE","LAX",41.5367647058824,136
"131","ASE","ORD",72.7894736842105,152
"132","ASE","PHX",40.2615384615385,65
"133","ASE","SFO",61.8727272727273,55
"134","ASE","SLC",34.6713780918728,283
"135","ATL","ABE",41.8923611111111,576
"136","ATL","ABQ",28.8747628083491,527
"137","ATL","ABY",39.3467336683417,597
"138","ATL","ACY",43.9742857142857,350
"139","ATL","AEX",40.2389649923896,657
"140","ATL","AGS",44.4106167056987,1281
"141","ATL","ALB",38.9886010362694,965
"142","ATL","ANC",27.1190476190476,84
"143","ATL","APF",37.3247232472325,271
"144","ATL","ATW",44.2883211678832,548
"145","ATL","AUS",27.4994475138122,905
"146","ATL","AVL",41.124183006536,918
"147","ATL","AVP",41.8103448275862,464
"148","ATL","AZO",36.744,125
"149","ATL","BDL",23.5727923627685,838
"150","ATL","BGM",35.1630434782609,92
"151","ATL","BGR",45.2729885057471,348
"152","ATL","BHM",29.5514440433213,1108
"153","ATL","BMI",33.4174876847291,812
"154","ATL","BNA",30.0704467353952,1164
"155","ATL","BOI",25.0760869565217,92
"156","ATL","BOS",25.4628722201282,2653
"157","ATL","BQK",39.203557312253,506
"158","ATL","BQN",13.7142857142857,7
"159","ATL","BTR",43.6646005509642,1452
"160","ATL","BTV",46.6745406824147,381
"161","ATL","BUF",28.7378423700391,1789
"162","ATL","BWI",26.0056796667929,2641
"163","ATL","BZN",20.1621621621622,37
"164","ATL","CAE",37.2775605942142,1279
"165","ATL","CAK",33.0914772727273,1760
"166","ATL","CHA",43.0493358633776,1054
"167","ATL","CHO",38.4522417153996,513
"168","ATL","CHS",29.1582054309327,1694
"169","ATL","CID",42.4189189189189,296
"170","ATL","CLE",38.2649700598802,1336
"171","ATL","CLT",27.6537385045982,2501
"172","ATL","CMH",30.7673860911271,417
"173","ATL","COS",34.7437722419929,281
"174","ATL","CRP",42.3746223564955,331
"175","ATL","CRW",41.9677790563867,869
"176","ATL","CSG",39.8347953216374,684
"177","ATL","CVG",26.9580265095729,1358
"178","ATL","DAB",28.2169146436962,1277
"179","ATL","DAY",27.4253910950662,1662
"180","ATL","DCA",25.0694444444444,2808
"181","ATL","DEN",23.0447552447552,2860
"182","ATL","DFW",27.5347150259067,4825
"183","ATL","DHN",44.7856272838002,821
"184","ATL","DSM",39.2078272604588,741
"185","ATL","DTW",30.2733383121733,2678
"186","ATL","EGE",23.5116279069767,43
"187","ATL","ELP",24.1631205673759,282
"188","ATL","ERI",40.3694029850746,268
"189","ATL","EVV",38.9580152671756,786
"190","ATL","EWN",42.2185628742515,334
"191","ATL","EWR",45.83163392191,4021
"192","ATL","EYW",34.1979913916786,697
"193","ATL","FAY",39.0410334346505,1316
"194","ATL","FCA",6.72727272727273,11
"195","ATL","FLL",21.8027904480816,3727
"196","ATL","FLO",44.3265895953757,346
"197","ATL","FNT",32.8747663551402,1605
"198","ATL","FSD",29.4414893617021,188
"199","ATL","FSM",41.3827751196172,209
"200","ATL","FWA",44.3363309352518,556
"201","ATL","GNV",49.275415896488,1082
"202","ATL","GPT",32.098814229249,1265
"203","ATL","GRB",43.9207317073171,164
"204","ATL","GRK",41.9637526652452,469
"205","ATL","GRR",40.4407364787112,869
"206","ATL","GSO",36.0036764705882,1360
"207","ATL","GSP",31.1804979253112,964
"208","ATL","GTR",41.2520325203252,492
"209","ATL","HDN",22.0196078431373,51
"210","ATL","HHH",51.3468208092486,519
"211","ATL","HNL",25.5435684647303,482
"212","ATL","HOU",27.0208851317752,2011
"213","ATL","HPN",39.089138576779,1335
"214","ATL","HSV",38.058282208589,978
"215","ATL","HTS",28.8918918918919,37
"216","ATL","IAD",30.5952797202797,2288
"217","ATL","IAH",28.5817091454273,2001
"218","ATL","ICT",37.4312955692653,1783
"219","ATL","ILG",46.6810344827586,232
"220","ATL","ILM",38.1113841113841,1221
"221","ATL","IND",25.6648426812585,1462
"222","ATL","ISO",40,2
"223","ATL","ISP",48.444976076555,418
"224","ATL","JAC",37.7115384615385,52
"225","ATL","JAN",31.0754237288136,1180
"226","ATL","JAX",21.7454249694998,2459
"227","ATL","JFK",27.2104591836735,784
"228","ATL","LAN",46.7628205128205,156
"229","ATL","LAS",24.1229223038268,2587
"230","ATL","LAX",23.0388724035608,3370
"231","ATL","LEX",38.0917678812416,741
"232","ATL","LFT",43,595
"233","ATL","LGA",32.4122822768899,5569
"234","ATL","LIT",35.7281475541299,1247
"235","ATL","LWB",28,98
"236","ATL","LYH",35.3211678832117,411
"237","ATL","MCI",26.8023391812865,1710
"238","ATL","MCN",59.330754352031,517
"239","ATL","MCO",20.8129707112971,4780
"240","ATL","MDT",42.0405660377359,1060
"241","ATL","MDW",29.7660054102795,2218
"242","ATL","MEI",46.3562005277045,379
"243","ATL","MEM",27.5887807139546,2157
"244","ATL","MFE",40.9974747474747,396
"245","ATL","MGM",47.4753086419753,1296
"246","ATL","MHT",39.6013422818792,745
"247","ATL","MIA",23.8121336459555,3412
"248","ATL","MKE",28.7412441191845,1913
"249","ATL","MLB",31.3950216450216,924
"250","ATL","MLI",35.316169828365,1107
"251","ATL","MLU",42.875,664
"252","ATL","MOB",39.0281090289608,1174
"253","ATL","MSN",47.3654822335025,394
"254","ATL","MSP",30.3358024691358,2430
"255","ATL","MSY",24.4053360697794,1949
"256","ATL","MTH",43.4255319148936,47
"257","ATL","MTJ",34.1111111111111,9
"258","ATL","MYR",51.8880126182965,1268
"259","ATL","OAJ",39.0428816466552,583
"260","ATL","OAK",21.7138263665595,311
"261","ATL","OGG",30,1
"262","ATL","OKC",32.7588179218303,1049
"263","ATL","OMA",42.5050420168067,1190
"264","ATL","ONT",25.9877800407332,491
"265","ATL","ORD",38.3137196924896,3382
"266","ATL","ORF",26.7413793103448,1102
"267","ATL","PBI",20.6974226804124,1940
"268","ATL","PDX",21.5396341463415,656
"269","ATL","PFN",43.3466569767442,1376
"270","ATL","PHF",29.8890392422192,1478
"271","ATL","PHL",30.8288569643973,3202
"272","ATL","PHX",23.876386036961,2435
"273","ATL","PIA",43.6324626865672,536
"274","ATL","PIT",26.6480952380952,2100
"275","ATL","PNS",27.5757314974182,2324
"276","ATL","PSE",6.6,5
"277","ATL","PSP",24.075,40
"278","ATL","PVD",37.6850828729282,905
"279","ATL","PWM",37.1838440111421,718
"280","ATL","RDU",23.1412754650133,2258
"281","ATL","RIC",27.8600823045267,1944
"282","ATL","RNO",30.9929577464789,142
"283","ATL","ROA",37.185086551265,751
"284","ATL","ROC",31.1863572433193,1422
"285","ATL","RSW",23.8628415300546,1830
"286","ATL","SAN",21.9449886963075,1327
"287","ATL","SAT",32.4700772200772,1036
"288","ATL","SAV",25.0776431718062,1816
"289","ATL","SBN",41.7276595744681,705
"290","ATL","SCE",60.3305084745763,118
"291","ATL","SDF",31.2362678705794,1329
"292","ATL","SEA",20.9936260623229,1412
"293","ATL","SFO",25.6741803278689,1952
"294","ATL","SGF",40.3162790697674,430
"295","ATL","SHV",41.6805437553101,1177
"296","ATL","SJC",24.1638418079096,354
"297","ATL","SJU",19.0423357664234,685
"298","ATL","SLC",18.9060702875399,1565
"299","ATL","SMF",24.2878504672897,535
"300","ATL","SNA",20.2881072026801,597
"301","ATL","SOP",48.2755905511811,127
"302","ATL","SRQ",26.028388928318,1409
"303","ATL","STL",28.4812967581047,1604
"304","ATL","STT",14.7379310344828,145
"305","ATL","STX",26.475,40
"306","ATL","SWF",38.5445652173913,920
"307","ATL","SYR",36.3196902654867,904
"308","ATL","TLH",32.6617132867133,1144
"309","ATL","TOL",44.1989664082687,387
"310","ATL","TPA",24.0603570416549,3529
"311","ATL","TRI",42.6269430051813,579
"312","ATL","TTN",47.0227272727273,44
"313","ATL","TUL",40.2346471127406,1091
"314","ATL","TUP",44.1527777777778,288
"315","ATL","TUS",27.1538461538462,364
"316","ATL","TVC",16.25,4
"317","ATL","TYS",30.6649260226284,1149
"318","ATL","VLD",40.5604770017036,587
"319","ATL","VPS",36.7979737783075,1678
"320","ATL","XNA",37.4272997032641,1011
"321","ATW","ATL",39.449864498645,369
"322","ATW","CVG",42.5777777777778,270
"323","ATW","DTW",39.098814229249,253
"324","ATW","MSP",48.7913669064748,139
"325","ATW","ORD",56.8452088452088,814
"326","AUS","ABQ",25.368,125
"327","AUS","ATL",31.6764705882353,748
"328","AUS","BNA",13.4235588972431,399
"329","AUS","BOS",45.5,126
"330","AUS","BTR",4,1
"331","AUS","BWI",17.5814479638009,442
"332","AUS","CID",53,1
"333","AUS","CLE",26.3862068965517,145
"334","AUS","CRP",30,96
"335","AUS","CVG",30.8461538461538,299
"336","AUS","DAL",24.2375478927203,2610
"337","AUS","DEN",29.3545108005083,787
"338","AUS","DFW",32.2986225895317,1815
"339","AUS","DTW",70.6818181818182,88
"340","AUS","ELP",23.362480127186,629
"341","AUS","EWR",51.2101616628176,433
"342","AUS","GJT",16,1
"343","AUS","GPT",11,1
"344","AUS","HOU",19.2149019607843,1275
"345","AUS","HRL",18.9719101123596,178
"346","AUS","IAD",40.7871621621622,296
"347","AUS","IAH",33.7476439790576,955
"348","AUS","IND",39,1
"349","AUS","JAX",30.8660714285714,112
"350","AUS","JFK",48.0231884057971,345
"351","AUS","LAS",21.668449197861,561
"352","AUS","LAX",21.512908777969,581
"353","AUS","LBB",21.253164556962,316
"354","AUS","MAF",24.8241206030151,199
"355","AUS","MCI",27.5722891566265,166
"356","AUS","MCO",13.9465648854962,131
"357","AUS","MDW",17.7647058823529,255
"358","AUS","MEM",34.7975708502024,247
"359","AUS","MSP",42.4273858921162,241
"360","AUS","MSY",25.141592920354,113
"361","AUS","OKC",23.3541666666667,96
"362","AUS","ONT",28.8031088082902,193
"363","AUS","ORD",38.2940603700097,1027
"364","AUS","PHX",21.4037914691943,1055
"365","AUS","PWM",3,1
"366","AUS","RDU",35.936170212766,188
"367","AUS","RFD",211,1
"368","AUS","SAN",15.5961002785515,359
"369","AUS","SAT",20.6666666666667,3
"370","AUS","SEA",32.4310344827586,58
"371","AUS","SFO",26.4155844155844,77
"372","AUS","SJC",33.2720588235294,408
"373","AUS","SLC",28.527972027972,286
"374","AUS","SNA",19.75,16
"375","AUS","STL",42.8604651162791,129
"376","AUS","TPA",20.0684410646388,263
"377","AUS","TUL",24.5820895522388,67
"378","AUS","TUS",18.5396825396825,126
"379","AVL","ATL",54.6005747126437,696
"380","AVL","CVG",29.825,40
"381","AVL","DTW",53.7934782608696,184
"382","AVL","EWR",69.9206896551724,290
"383","AVL","IAH",34.3409090909091,44
"384","AVL","MSP",54.2615384615385,65
"385","AVP","ATL",47.0535714285714,392
"386","AVP","BUF",201,1
"387","AVP","CVG",52.2017543859649,114
"388","AVP","DTW",45.3980099502488,201
"389","AVP","JFK",53.8571428571429,7
"390","AVP","LGA",95,1
"391","AVP","ORD",65.853982300885,226
"392","AVP","PHL",30,1
"393","AZO","ATL",44.7064220183486,109
"394","AZO","CVG",42.2985074626866,67
"395","AZO","DTW",51.2320916905444,349
"396","AZO","MKE",42,1
"397","AZO","MSP",67.5454545454545,44
"398","AZO","ORD",44.5092378752887,866
"399","BDL","ATL",21.9881235154394,842
"400","BDL","BNA",21.7652582159624,213
"401","BDL","BWI",22.3193871538008,1697
"402","BDL","CLE",44.3364055299539,217
"403","BDL","CLT",25.8674285714286,875
"404","BDL","CVG",31.5595667870036,277
"405","BDL","DCA",27.3553530751708,439
"406","BDL","DEN",12.3837209302326,86
"407","BDL","DFW",28.3552361396304,487
"408","BDL","DTW",47.036559139785,465
"409","BDL","EWR",65.4610655737705,488
"410","BDL","FLL",24.9122807017544,285
"411","BDL","GRR",16,2
"412","BDL","IAD",40.7679012345679,405
"413","BDL","IAH",21.5609756097561,82
"414","BDL","IND",53.212389380531,113
"415","BDL","JFK",55.5505617977528,89
"416","BDL","LAS",15.4315789473684,190
"417","BDL","LAX",28.7481481481481,135
"418","BDL","MCO",21.1869806094183,722
"419","BDL","MDW",22.7790262172285,534
"420","BDL","MIA",25.9130434782609,69
"421","BDL","MKE",29.748717948718,195
"422","BDL","MSP",33.8404255319149,282
"423","BDL","ORD",42.8255261371351,1473
"424","BDL","PBI",31.5384615384615,78
"425","BDL","PHL",34.1133144475921,353
"426","BDL","PHX",24.2295081967213,122
"427","BDL","RDU",29.1144278606965,402
"428","BDL","RSW",55.09375,32
"429","BDL","SJU",48.5510204081633,147
"430","BDL","TPA",25.0257826887661,543
"431","BET","ANC",26.2547169811321,530
"432","BFL","DEN",15.5,14
"433","BFL","IAH",40.3739130434783,115
"434","BFL","LAS",54.5,98
"435","BFL","LAX",16.8916408668731,323
"436","BFL","PHX",36.9810606060606,264
"437","BFL","SAN",31.547619047619,42
"438","BFL","SFO",43.4657894736842,380
"439","BFL","SLC",27.3032786885246,122
"440","BFL","SMF",61.25,8
"441","BGM","ATL",57.2794117647059,68
"442","BGM","DTW",62.91875,160
"443","BGM","JFK",67.3333333333333,3
"444","BGR","ATL",39.3353846153846,325
"445","BGR","BOS",43.4603174603175,315
"446","BGR","CVG",41.1502590673575,193
"447","BGR","DTW",33.5782747603834,313
"448","BGR","EWR",68.7589928057554,278
"449","BGR","LGA",59.3478260869565,115
"450","BGR","MSP",30.4,5
"451","BHM","ATL",31.3125,768
"452","BHM","AUS",60.3333333333333,3
"453","BHM","BNA",24.5814814814815,270
"454","BHM","BWI",25.2009456264775,423
"455","BHM","CLT",40.0205479452055,146
"456","BHM","CVG",41.1787234042553,235
"457","BHM","DAL",22.1052631578947,399
"458","BHM","DEN",25.8994252873563,348
"459","BHM","DFW",37.0477272727273,440
"460","BHM","DTW",41.020979020979,286
"461","BHM","EWR",55.5695067264574,223
"462","BHM","HOU",24.9375,352
"463","BHM","IAD",65.7285714285714,140
"464","BHM","IAH",36.6729776247849,581
"465","BHM","JAX",17.5190476190476,210
"466","BHM","LAS",10.7485714285714,175
"467","BHM","LGA",46.486301369863,292
"468","BHM","MCO",23.0459183673469,392
"469","BHM","MDW",20.5373134328358,335
"470","BHM","MEM",45.7322404371585,183
"471","BHM","MSY",23.7022900763359,131
"472","BHM","ORD",57.1180555555556,864
"473","BHM","PHX",19.1293103448276,232
"474","BHM","RDU",32.3516483516484,91
"475","BHM","SDF",17.6228373702422,289
"476","BHM","SLC",40.9734513274336,113
"477","BHM","STL",7.07547169811321,53
"478","BHM","TPA",22.7295918367347,392
"479","BIL","DEN",32.5340136054422,588
"480","BIL","IDA",11,1
"481","BIL","MSP",45.3819444444444,144
"482","BIL","ORD",48.6923076923077,39
"483","BIL","SFO",25.2,5
"484","BIL","SLC",20.3313161875946,661
"485","BIS","DEN",27.6517857142857,448
"486","BIS","MSP",34.2241379310345,638
"487","BIS","SLC",84,1
"488","BJI","MSP",41.7027027027027,37
"489","BLI","SLC",22.3518518518519,162
"490","BLI","TWF",20,1
"491","BMI","ATL",43.1472527472528,455
"492","BMI","LAS",49.875,8
"493","BMI","MCO",27.1846153846154,65
"494","BMI","ORD",57.6899441340782,716
"495","BNA","ATL",30.1601731601732,924
"496","BNA","AUS",30.977229601518,527
"497","BNA","BDL",19.8280542986425,221
"498","BNA","BHM",18.1914414414414,444
"499","BNA","BOS",52.5379310344828,145
"500","BNA","BWI",18.6706036745407,1524
"501","BNA","CLE",25.8756684491979,748
"502","BNA","CLT",24.194,500
"503","BNA","CMH",22.7739361702128,376
"504","BNA","CVG",39.3389261744966,298
"505","BNA","DCA",37.8149466192171,281
"506","BNA","DEN",28.5210991167812,1019
"507","BNA","DFW",39.6556776556777,819
"508","BNA","DTW",31.1316907391674,1177
"509","BNA","EWR",60.9336609336609,814
"510","BNA","FLL",17.9521276595745,376
"511","BNA","HOU",21.925254813137,883
"512","BNA","IAD",58.594262295082,488
"513","BNA","IAH",31.2220994475138,905
"514","BNA","ICT",43,1
"515","BNA","JAX",21.0951821386604,851
"516","BNA","JFK",53.1135940409683,537
"517","BNA","LAS",19.8876244665718,703
"518","BNA","LAX",25.7492795389049,694
"519","BNA","LGA",49.4976635514019,428
"520","BNA","MCI",22.7850931677019,805
"521","BNA","MCO",18.8960280373832,856
"522","BNA","MDW",20.4626865671642,1541
"523","BNA","MEM",41.1168831168831,231
"524","BNA","MIA",33.1684210526316,190
"525","BNA","MSP",38.6269592476489,319
"526","BNA","MSY",33.9153674832962,449
"527","BNA","OAK",22.2178217821782,202
"528","BNA","ONT",23.0595744680851,235
"529","BNA","ORD",48.9933090024331,1644
"530","BNA","ORF",7,2
"531","BNA","PHL",33.2834008097166,494
"532","BNA","PHX",16.8124156545209,741
"533","BNA","PVD",28.9780701754386,228
"534","BNA","RDU",19.2300884955752,904
"535","BNA","SAN",21.900269541779,371
"536","BNA","SAT",23.8740157480315,381
"537","BNA","SEA",22.6271186440678,236
"538","BNA","SLC",32.9388888888889,180
"539","BNA","STL",37.2432432432432,37
"540","BNA","TPA",21.1460023174971,863
"541","BOI","ATL",15.5172413793103,29
"542","BOI","DEN",34.5649350649351,616
"543","BOI","FSD",1,1
"544","BOI","GEG",18.7683923705722,367
"545","BOI","LAS",16.1480362537764,331
"546","BOI","LAX",23.0572207084469,367
"547","BOI","MSP",40.6594202898551,138
"548","BOI","OAK",15.1407942238267,277
"549","BOI","ONT",24.0284090909091,176
"550","BOI","ORD",53.7216828478964,309
"551","BOI","PDX",18.5273775216138,347
"552","BOI","PHX",22.702479338843,242
"553","BOI","RNO",19.2830769230769,325
"554","BOI","SAN",33.1688311688312,154
"555","BOI","SEA",20.589605734767,558
"556","BOI","SFO",36.4981684981685,819
"557","BOI","SLC",22.1111111111111,1224
"558","BOI","TVC",2,1
"559","BOS","ATL",29.7675493905002,2379
"560","BOS","AUS",25.2105263157895,57
"561","BOS","BGR",47.3720190779014,629
"562","BOS","BNA",41.969696969697,165
"563","BOS","BUF",45.1586021505376,372
"564","BOS","BWI",45.1639004149378,1928
"565","BOS","CAK",49.8205128205128,195
"566","BOS","CHS",39.6616541353383,133
"567","BOS","CLE",35.0462724935733,389
"568","BOS","CLT",24.710582010582,1890
"569","BOS","CMH",50.4473007712082,389
"570","BOS","CVG",28.6261829652997,634
"571","BOS","DAY",30.8974358974359,39
"572","BOS","DCA",34.1025494127757,3491
"573","BOS","DEN",34.5815991237678,913
"574","BOS","DFW",35.2531017369727,1209
"575","BOS","DTW",39.4127358490566,848
"576","BOS","EWR",58.6648044692737,1790
"577","BOS","FLL",30.9174950298211,1006
"578","BOS","GSO",56.304347826087,184
"579","BOS","IAD",43.5219810795771,1797
"580","BOS","IAH",30.9682365826944,913
"581","BOS","IND",48.4313725490196,306
"582","BOS","JAX",37.2178571428571,280
"583","BOS","JFK",49.9420248053072,3467
"584","BOS","LAS",35.2032854209446,974
"585","BOS","LAX",31.3787755102041,1225
"586","BOS","LGA",32.3641415618602,3419
"587","BOS","LGB",19.7068403908795,307
"588","BOS","MCO",29.45,1240
"589","BOS","MDW",46.7942028985507,345
"590","BOS","MEM",61.3724696356275,247
"591","BOS","MIA",29.3882618510158,886
"592","BOS","MSP",34.6314814814815,540
"593","BOS","MSY",222,1
"594","BOS","MYR",66.3157894736842,19
"595","BOS","OAK",25.7241379310345,174
"596","BOS","ORD",42.4611686390533,2704
"597","BOS","ORF",56.2300469483568,213
"598","BOS","PBI",30.3706896551724,580
"599","BOS","PDX",21.7391304347826,46
"600","BOS","PHF",53.3993506493507,308
"601","BOS","PHL",38.7584856396867,3064
"602","BOS","PHX",23.2934631432545,719
"603","BOS","PIT",34.3142037302726,697
"604","BOS","RDU",34.6666666666667,1419
"605","BOS","RIC",44.3383838383838,198
"606","BOS","ROC",34,3
"607","BOS","RSW",27.1713147410359,502
"608","BOS","SAN",27.1917293233083,266
"609","BOS","SAV",39.5555555555556,108
"610","BOS","SDF",41.9761904761905,42
"611","BOS","SEA",30.0267686424474,523
"612","BOS","SFO",28.9726594863297,1207
"613","BOS","SJC",27.1615384615385,130
"614","BOS","SJU",20.7657480314961,508
"615","BOS","SLC",18.8647058823529,340
"616","BOS","SRQ",106,1
"617","BOS","STL",34.7251655629139,302
"618","BOS","STT",39.4,20
"619","BOS","TPA",32.294498381877,618
"620","BOS","TTN",45.8619402985075,268
"621","BPT","IAH",35.4545454545455,77
"622","BQK","ATL",39.235632183908,348
"623","BQN","EWR",42.1914893617021,94
"624","BQN","JFK",28.2254901960784,102
"625","BQN","MCO",50.3385826771654,127
"626","BRO","IAH",44.4204545454545,352
"627","BRW","ANC",41.6483516483516,91
"628","BRW","FAI",35.3112033195021,241
"629","BRW","SCC",37.2584269662921,89
"630","BTM","SLC",24.1513513513514,185
"631","BTR","ATL",56.9349670122526,1061
"632","BTR","CVG",50.0884955752212,113
"633","BTR","DCA",46.8541666666667,96
"634","BTR","DFW",41.2650501672241,1196
"635","BTR","IAH",35.501329787234,752
"636","BTR","MEM",41.0634328358209,268
"637","BTR","MSY",90,1
"638","BTR","ORD",48.8453608247423,194
"639","BTV","ATL",41.2617647058824,340
"640","BTV","CLE",34.3169014084507,142
"641","BTV","CVG",45.020618556701,97
"642","BTV","DTW",41.2239382239382,259
"643","BTV","EWR",60.0349417637271,601
"644","BTV","JFK",46.8333333333333,810
"645","BTV","MCO",30,1
"646","BTV","MSP",54.4761904761905,21
"647","BTV","ORD",61.8847457627119,295
"648","BTV","PHL",41.9493670886076,79
"649","BUF","ATL",30.2132404181185,1435
"650","BUF","BOS",52.3446808510638,235
"651","BUF","BWI",21.4859408795962,1387
"652","BUF","CLE",48.7020648967552,339
"653","BUF","CLT",22.7492401215805,658
"654","BUF","CVG",46.8826815642458,179
"655","BUF","DCA",14.2868217054264,129
"656","BUF","DTW",36.8310991957105,373
"657","BUF","EWR",59.2121640735502,707
"658","BUF","FLL",45.1764705882353,17
"659","BUF","GSP",53,1
"660","BUF","IAD",59.3705882352941,340
"661","BUF","JFK",49.6787878787879,1650
"662","BUF","LAS",10.4242424242424,165
"663","BUF","MCO",19.0609065155807,706
"664","BUF","MDW",19.3943427620632,601
"665","BUF","MSP",41.6133333333333,75
"666","BUF","ORD",44.5505540166205,1444
"667","BUF","PHL",35.1111111111111,333
"668","BUF","PHX",17.1699604743083,253
"669","BUF","TPA",21.1406844106464,263
"670","BUR","CDC",21,1
"671","BUR","COS",182,1
"672","BUR","DEN",25.0484848484848,330
"673","BUR","DFW",36.5631067961165,515
"674","BUR","JFK",41.5827010622155,659
"675","BUR","LAS",16.4388909157242,2741
"676","BUR","OAK",13.8586631193881,3007
"677","BUR","PDX",45,18
"678","BUR","PHX",17.9708198239926,2159
