"","Origin","Dest","mean_delay","n"
"121","ANC","PDX",21.0034843205575,287
"122","ANC","PHX",29.4117647058824,170
"123","ANC","SCC",32.1791044776119,201
"124","ANC","SEA",28.4409799554566,3143
"125","ANC","SFO",28.9081632653061,98
"126","ANC","SLC",20.8883720930233,215
"127","APF","ATL",35.6258064516129,310
"128","ASE","DEN",35.9274004683841,1281
"129","ASE","LAX",42.6438356164384,146
"130","ASE","ORD",74.6888888888889,180
"131","ASE","PHX",41.0166666666667,60
"132","ASE","SFO",60.7450980392157,51
"133","ASE","SLC",35.7376543209877,324
"134","ATL","ABE",41.1899827288428,579
"135","ATL","ABQ",30.6306620209059,574
"136","ATL","ABY",35.8461538461538,689
"137","ATL","ACY",45.8705882352941,340
"138","ATL","AEX",40.1974921630094,638
"139","ATL","AGS",42.858407079646,1356
"140","ATL","ALB",42.0972850678733,884
"141","ATL","ANC",37.9012345679012,81
"142","ATL","APF",35.976897689769,303
"143","ATL","ATW",43.9066666666667,525
"144","ATL","AUS",28.3494228751312,953
"145","ATL","AVL",42.1668496158068,911
"146","ATL","AVP",41.4012605042017,476
"147","ATL","AZO",36.0153846153846,130
"148","ATL","BDL",22.98001998002,1001
"149","ATL","BGM",31.7922077922078,77
"150","ATL","BGR",46.1086261980831,313
"151","ATL","BHM",28.6321370309951,1226
"152","ATL","BMI",36.9395683453237,695
"153","ATL","BNA",30.1626213592233,1236
"154","ATL","BOI",29.6470588235294,102
"155","ATL","BOS",27.8753325731661,2631
"156","ATL","BQK",36.7013888888889,576
"157","ATL","BQN",21,1
"158","ATL","BTR",43.6708771929825,1425
"159","ATL","BTV",50,331
"160","ATL","BUF",28.777581120944,1695
"161","ATL","BWI",27.2962304409673,2812
"162","ATL","BZN",19.8787878787879,33
"163","ATL","CAE",35.1224035608309,1348
"164","ATL","CAK",36.1927546138072,1463
"165","ATL","CHA",44.3336547733848,1037
"166","ATL","CHO",37.4851851851852,540
"167","ATL","CHS",26.7462250365319,2053
"168","ATL","CID",44.5602836879433,282
"169","ATL","CLE",35.3392370572207,1468
"170","ATL","CLT",26.3121272365805,3018
"171","ATL","CMH",28.8415637860082,486
"172","ATL","COS",32.3921568627451,306
"173","ATL","CRP",42.2968299711816,347
"174","ATL","CRW",41.6016260162602,861
"175","ATL","CSG",38.0640096618357,828
"176","ATL","CVG",26.7360724233983,1436
"177","ATL","DAB",27.4881656804734,1352
"178","ATL","DAY",28.8243157224698,1571
"179","ATL","DCA",25.1573160417254,3547
"180","ATL","DEN",25.4733621310295,2778
"181","ATL","DFW",31.3361013986014,4576
"182","ATL","DHN",43.939858490566,848
"183","ATL","DSM",40.3077994428969,718
"184","ATL","DTW",28.9844173441734,2952
"185","ATL","EGE",28.8823529411765,34
"186","ATL","ELP",26.471186440678,295
"187","ATL","ERI",40.0936329588015,267
"188","ATL","EVV",39.2193103448276,725
"189","ATL","EWN",48.680608365019,263
"190","ATL","EWR",48.2625118035883,4236
"191","ATL","EYW",37.8690476190476,588
"192","ATL","FAY",38.4360902255639,1330
"193","ATL","FCA",17,3
"194","ATL","FLL",24.023102310231,3939
"195","ATL","FLO",41.2992327365729,391
"196","ATL","FNT",32.9780503550678,1549
"197","ATL","FSD",31.6065573770492,183
"198","ATL","FSM",43.0353535353535,198
"199","ATL","FWA",47.0591966173362,473
"200","ATL","GNV",45.3501180173092,1271
"201","ATL","GPT",34.9260563380282,1136
"202","ATL","GRB",41.171270718232,181
"203","ATL","GRK",46.8730964467005,394
"204","ATL","GRR",41.9325443786982,845
"205","ATL","GSO",35.1114864864865,1480
"206","ATL","GSP",30.7064676616915,1005
"207","ATL","GTR",41.9876796714579,487
"208","ATL","HDN",29.8260869565217,46
"209","ATL","HHH",46.9079939668175,663
"210","ATL","HNL",31.7587412587413,286
"211","ATL","HOU",30.9313666465984,1661
"212","ATL","HPN",40.8886509635974,1401
"213","ATL","HSV",37.2218844984802,987
"214","ATL","HTS",35.8636363636364,22
"215","ATL","IAD",30.3429360694554,2534
"216","ATL","IAH",31.9447069943289,2116
"217","ATL","ICT",40.2937106918239,1590
"218","ATL","ILG",56.7542857142857,175
"219","ATL","ILM",38.5659609120521,1228
"220","ATL","IND",25.5655994978029,1593
"221","ATL","ISO",32.6666666666667,3
"222","ATL","ISP",50.8035264483627,397
"223","ATL","JAC",36.0192307692308,52
"224","ATL","JAN",31.1957928802589,1236
"225","ATL","JAX",22.496062992126,2667
"226","ATL","JFK",33.5372069317023,981
"227","ATL","LAN",47.962962962963,162
"228","ATL","LAS",27.3535266118563,2311
"229","ATL","LAX",29.1345343043312,2609
"230","ATL","LEX",38.0477528089888,712
"231","ATL","LFT",40.2487961476726,623
"232","ATL","LGA",37.656862745098,5916
"233","ATL","LIT",38.5804444444444,1125
"234","ATL","LWB",25.3454545454545,110
"235","ATL","LYH",32.9533468559838,493
"236","ATL","MCI",27.4161036036036,1776
"237","ATL","MCN",58.0631163708087,507
"238","ATL","MCO",22.8945591739476,5036
"239","ATL","MDT",41.3951310861423,1068
"240","ATL","MDW",31.8704035874439,2230
"241","ATL","MEI",44.4405940594059,404
"242","ATL","MEM",26.3728423475259,2607
"243","ATL","MFE",42.4698162729659,381
"244","ATL","MGM",45.6233120113717,1407
"245","ATL","MHT",41.9730496453901,705
"246","ATL","MIA",25.3476121562952,3455
"247","ATL","MKE",29.1673601479427,2163
"248","ATL","MLB",32.3425827107791,937
"249","ATL","MLI",38.9828510182208,933
"250","ATL","MLU",40.9159544159544,702
"251","ATL","MOB",38.6397361912613,1213
"252","ATL","MSN",47.1424802110818,379
"253","ATL","MSP",30.6160979228487,2696
"254","ATL","MSY",26.3710526315789,1900
"255","ATL","MTH",32.6129032258064,62
"256","ATL","MTJ",18.6666666666667,12
"257","ATL","MYR",48.3297587131367,1492
"258","ATL","OAJ",37.3955882352941,680
"259","ATL","OAK",25.0917721518987,316
"260","ATL","OGG",26,1
"261","ATL","OKC",35.4924406047516,926
"262","ATL","OMA",43.1588541666667,1152
"263","ATL","ONT",29.6059907834101,434
"264","ATL","ORD",42.2563134978229,3445
"265","ATL","ORF",25.8252194732642,1253
"266","ATL","PBI",21.9555349698935,2159
"267","ATL","PDX",26.0225442834138,621
"268","ATL","PFN",43.0240219629375,1457
"269","ATL","PHF",30.6617440225035,1422
"270","ATL","PHL",34.4858757062147,3186
"271","ATL","PHX",26.8299149574787,1999
"272","ATL","PIA",43.1450381679389,524
"273","ATL","PIT",28.3227879387049,2023
"274","ATL","PNS",28.6063694267516,2355
"275","ATL","PSP",29.4411764705882,34
"276","ATL","PVD",38.4140625,896
"277","ATL","PWM",40.0822368421053,608
"278","ATL","RDU",23.4969325153374,2445
"279","ATL","RIC",28.7438596491228,1995
"280","ATL","RNO",36.0972222222222,144
"281","ATL","ROA",37.5473537604457,718
"282","ATL","ROC",33.0262510254307,1219
"283","ATL","RSW",24.0481640438722,2097
"284","ATL","SAN",25.8407012195122,1312
"285","ATL","SAT",31.453781512605,1190
"286","ATL","SAV",24.704347826087,2070
"287","ATL","SBN",42.944,625
"288","ATL","SCE",64.73,100
"289","ATL","SDF",32.2680577849117,1246
"290","ATL","SEA",25.6892808683853,1474
"291","ATL","SFO",29.5634132086499,1711
"292","ATL","SGF",34.4790322580645,620
"293","ATL","SHV",40.8077900084674,1181
"294","ATL","SJC",27.9363057324841,314
"295","ATL","SJU",22.3795853269537,627
"296","ATL","SLC",23.2257586972613,1351
"297","ATL","SMF",28.0531914893617,470
"298","ATL","SNA",22.6033519553073,537
"299","ATL","SOP",50.3863636363636,132
"300","ATL","SRQ",25.8207792207792,1540
"301","ATL","STL",28.4174311926606,1744
"302","ATL","STT",17.4252873563218,174
"303","ATL","STX",30.3333333333333,33
"304","ATL","SWF",35.783542039356,1118
"305","ATL","SYR",36.556712962963,864
"306","ATL","TLH",33.8593886462882,1145
"307","ATL","TOL",44.7577464788732,355
"308","ATL","TPA",25.0261437908497,3672
"309","ATL","TRI",40.6780487804878,615
"310","ATL","TTN",28.4651162790698,86
"311","ATL","TUL",40.0210237659963,1094
"312","ATL","TUP",45.6902985074627,268
"313","ATL","TUS",30.369014084507,355
"314","ATL","TVC",26.5,2
"315","ATL","TYS",32.5958904109589,1022
"316","ATL","VLD",40.3253424657534,584
"317","ATL","VPS",39.2925336597307,1634
"318","ATL","XNA",37.6713008937438,1007
"319","ATW","ATL",35.9537037037037,432
"320","ATW","CVG",30.1827160493827,405
"321","ATW","DTW",34.2030303030303,330
"322","ATW","MSP",34.8139534883721,258
"323","ATW","ORD",48.2182468694097,1118
"324","AUS","ABQ",29.4935064935065,77
"325","AUS","ATL",30.1693181818182,880
"326","AUS","BNA",15.0074074074074,270
"327","AUS","BOS",42.2866666666667,150
"328","AUS","BWI",25.9087136929461,241
"329","AUS","CLE",20.8348623853211,218
"330","AUS","CRP",27.2178217821782,101
"331","AUS","CVG",22.4484304932735,446
"332","AUS","DAL",26.2430246663971,2473
"333","AUS","DEN",27.3616557734205,918
"334","AUS","DFW",29.5259713701432,2445
"335","AUS","DTW",54.3577235772358,123
"336","AUS","ELP",26.3115079365079,504
"337","AUS","EWR",45.7342908438061,557
"338","AUS","GPT",5,1
"339","AUS","HOU",22.1567346938775,1225
"340","AUS","HRL",24.3533834586466,133
"341","AUS","IAD",34.3487031700288,347
"342","AUS","IAH",29.9483997387329,1531
"343","AUS","JAX",25.5070422535211,142
"344","AUS","JFK",41.5379061371841,554
"345","AUS","LAS",25.0074812967581,401
"346","AUS","LAX",24.1275303643725,494
"347","AUS","LBB",25.125,256
"348","AUS","MAF",23.4154589371981,207
"349","AUS","MCI",19.308868501529,327
"350","AUS","MCO",17.3232323232323,99
"351","AUS","MDW",19.9464285714286,224
"352","AUS","MEM",25.873508353222,419
"353","AUS","MSP",31.4200477326969,419
"354","AUS","MSY",23.1439393939394,132
"355","AUS","OKC",19.2177419354839,124
"356","AUS","ONT",36.256,125
"357","AUS","ORD",38.3926282051282,1248
"358","AUS","PHX",21.9592233009709,1030
"359","AUS","RDU",36.4736842105263,171
"360","AUS","SAN",24.0774193548387,155
"361","AUS","SEA",22.1313868613139,137
"362","AUS","SFO",24.1891891891892,111
"363","AUS","SJC",30.1111111111111,459
"364","AUS","SLC",27.5854700854701,234
"365","AUS","SNA",13.9074074074074,54
"366","AUS","STL",41.1470588235294,136
"367","AUS","TPA",20.1004784688995,209
"368","AUS","TUL",19.2391304347826,92
"369","AUS","TUS",19.4653465346535,101
"370","AVL","ATL",49.1905325443787,845
"371","AVL","CVG",24.1803278688525,61
"372","AVL","DTW",47.0909090909091,220
"373","AVL","EWR",71.5756578947368,304
"374","AVL","IAH",27.5092592592593,108
"375","AVL","MSP",39.6065573770492,122
"376","AVP","ATL",45.4209245742092,411
"377","AVP","BUF",195,1
"378","AVP","CVG",28.8963210702341,299
"379","AVP","DTW",34.4277286135693,339
"380","AVP","JFK",77.4285714285714,7
"381","AVP","LGA",55,2
"382","AVP","ORD",64.3924050632911,237
"383","AVP","PHL",80,1
"384","AZO","ATL",47.0849056603774,106
"385","AZO","CVG",26.5579710144928,138
"386","AZO","DTW",40.8444881889764,508
"387","AZO","MKE",42,1
"388","AZO","MSP",42.9876543209877,81
"389","AZO","ORD",43.2194092827004,1185
"390","BDL","ATL",27.4510010537408,949
"391","BDL","BNA",36.7678571428571,112
"392","BDL","BOS",26,1
"393","BDL","BWI",25.985145172181,1481
"394","BDL","CLE",29.919395465995,397
"395","BDL","CLT",27.8345323741007,973
"396","BDL","CVG",24.5904139433551,459
"397","BDL","DCA",32.7016129032258,372
"398","BDL","DEN",15.93125,160
"399","BDL","DFW",31.9707495429616,547
"400","BDL","DTW",32.7782909930716,866
"401","BDL","EWR",54.4247538677918,711
"402","BDL","FLL",29.421052631579,323
"403","BDL","IAD",40.7133333333333,450
"404","BDL","IAH",28.2553191489362,94
"405","BDL","IND",35.7300884955752,226
"406","BDL","JFK",42.6011904761905,168
"407","BDL","LAS",27.5,84
"408","BDL","LAX",43.045045045045,111
"409","BDL","MCO",28.0259515570934,578
"410","BDL","MDW",30.7777777777778,396
"411","BDL","MIA",21.5913043478261,115
"412","BDL","MKE",27.56,275
"413","BDL","MSP",28.24375,480
"414","BDL","ORD",43.6585497835498,1848
"415","BDL","PBI",26.3309352517986,139
"416","BDL","PHL",37.6435643564356,404
"417","BDL","PHX",40.6703296703297,91
"418","BDL","RDU",28.7704545454545,440
"419","BDL","RSW",34.9784946236559,93
"420","BDL","SJU",56.016393442623,122
"421","BDL","TPA",31.0889423076923,416
"422","BET","ANC",26.6666666666667,507
"423","BFL","DEN",15.21,100
"424","BFL","IAH",39.5423728813559,118
"425","BFL","LAS",38.9007092198582,141
"426","BFL","LAX",17.1179624664879,373
"427","BFL","PHX",27.2084432717678,379
"428","BFL","SAN",26.6078431372549,51
"429","BFL","SFO",37.6033755274262,474
"430","BFL","SLC",23.3255813953488,172
"431","BFL","SMF",39.2307692307692,13
"432","BGM","ATL",46.9897959183673,98
"433","BGM","DTW",44.6293436293436,259
"434","BGM","JFK",62.5,4
"435","BGR","ATL",48.0625,240
"436","BGR","BOS",38.6042654028436,422
"437","BGR","CVG",29.1828908554572,339
"438","BGR","DTW",33.0742705570292,377
"439","BGR","EWR",81.5149253731343,268
"440","BGR","LGA",54.8785714285714,140
"441","BGR","MSP",52.6666666666667,3
"442","BHM","ATL",26.4291666666667,1200
"443","BHM","AUS",61.6666666666667,3
"444","BHM","BNA",26.405737704918,244
"445","BHM","BWI",29.5210084033613,357
"446","BHM","CLT",21.8110236220472,381
"447","BHM","CVG",30.1760797342193,301
"448","BHM","DAL",29.5884615384615,260
"449","BHM","DEN",26.2041666666667,480
"450","BHM","DFW",31.2776859504132,605
"451","BHM","DTW",31.0705394190871,482
"452","BHM","EWR",53.890756302521,238
"453","BHM","HOU",31.7581967213115,244
"454","BHM","IAD",62.0676691729323,133
"455","BHM","IAH",32.7078142695357,883
"456","BHM","JAX",18.0515463917526,194
"457","BHM","LAS",14.9166666666667,96
"458","BHM","LGA",35.2919708029197,548
"459","BHM","MCO",23.6906474820144,417
"460","BHM","MDW",23.5545977011494,348
"461","BHM","MEM",31.6768292682927,328
"462","BHM","MSY",24.7222222222222,126
"463","BHM","ORD",54.8362877997914,959
"464","BHM","PHX",26.9469696969697,132
"465","BHM","RDU",31.4301075268817,93
"466","BHM","SDF",18.28515625,256
"467","BHM","SLC",39.1544117647059,136
"468","BHM","STL",7.89230769230769,65
"469","BHM","TPA",24.6854599406528,337
"470","BIL","DEN",29.706043956044,728
"471","BIL","MSP",29.8254437869822,338
"472","BIL","ORD",55.7317073170732,41
"473","BIL","SFO",26.75,8
"474","BIL","SLC",17.5707121364092,997
"475","BIS","DEN",26.7370441458733,521
"476","BIS","MSP",31.3554502369668,844
"477","BJI","MSP",34.3157894736842,57
"478","BLI","SLC",22.1518987341772,158
"479","BMI","ATL",37.1993569131833,622
"480","BMI","LAS",42.0833333333333,12
"481","BMI","MCO",23.75,92
"482","BMI","ORD",54.5205011389522,878
"483","BNA","ATL",28.6081081081081,1110
"484","BNA","AUS",37.1761517615176,369
"485","BNA","BDL",20.2765957446809,188
"486","BNA","BHM",19.1952506596306,379
"487","BNA","BOS",40.0588235294118,204
"488","BNA","BWI",23.867139959432,986
"489","BNA","CLE",26.1040787623066,711
"490","BNA","CLT",21.0140127388535,785
"491","BNA","CMH",24.3917525773196,291
"492","BNA","CVG",25.8876404494382,445
"493","BNA","DCA",31.3037249283668,349
"494","BNA","DEN",27.8656195462478,1146
"495","BNA","DFW",34.5008865248227,1128
"496","BNA","DTW",29.0856560163154,1471
"497","BNA","EWR",64.935119887165,709
"498","BNA","FLL",22.0496183206107,262
"499","BNA","HOU",27.8200339558574,589
"500","BNA","IAD",53.2224371373308,517
"501","BNA","IAH",31.8200354609929,1128
"502","BNA","JAX",21.7657068062827,764
"503","BNA","JFK",42.1420765027322,915
"504","BNA","LAS",27.9728915662651,332
"505","BNA","LAX",32.2283653846154,416
"506","BNA","LGA",43.2576576576577,555
"507","BNA","MCI",29.7693798449612,516
"508","BNA","MCO",21.7424483306836,629
"509","BNA","MDW",22.0037641154329,1594
"510","BNA","MEM",31.5604395604396,364
"511","BNA","MIA",25.7,330
"512","BNA","MSP",32.6689497716895,438
"513","BNA","MSY",40.051948051948,308
"514","BNA","OAK",29.4854368932039,103
"515","BNA","ONT",29.1260504201681,119
"516","BNA","ORD",45.9437927663734,2046
"517","BNA","PHL",41.5428571428571,350
"518","BNA","PHX",23.3761467889908,327
"519","BNA","PVD",34.6024844720497,161
"520","BNA","RDU",20.9363395225464,754
"521","BNA","SAN",27.3285024154589,207
"522","BNA","SAT",27.2307692307692,273
"523","BNA","SEA",24.6900584795322,171
"524","BNA","SLC",34.7028571428571,175
"525","BNA","STL",31.0652173913043,46
"526","BNA","TPA",25.9581993569132,622
"527","BOI","ATL",12.6296296296296,54
"528","BOI","DEN",30.3413173652695,835
"529","BOI","GEG",20.0154320987654,324
"530","BOI","LAS",18.9924528301887,265
"531","BOI","LAX",21.3586497890295,474
"532","BOI","MSP",25.9219653179191,346
"533","BOI","OAK",16.4978723404255,235
"534","BOI","ONT",26.2573529411765,136
"535","BOI","ORD",54.0113636363636,352
"536","BOI","PDX",19.9040247678019,323
"537","BOI","PHX",20.5583596214511,317
"538","BOI","RNO",18.6827794561934,331
"539","BOI","SAN",28.6629213483146,178
"540","BOI","SEA",21.5483271375465,538
"541","BOI","SFO",33.8268858800774,1034
"542","BOI","SLC",20.1209987195903,1562
"543","BOS","ATL",33.346805234796,2598
"544","BOS","AUS",24.5,88
"545","BOS","BGR",43.7426035502959,676
"546","BOS","BNA",37.7581395348837,215
"547","BOS","BUF",42.0825242718447,412
"548","BOS","BWI",36.7906891495601,2728
"549","BOS","CAK",38.6282527881041,269
"550","BOS","CHS",33.2608695652174,184
"551","BOS","CLE",26.603125,640
"552","BOS","CLT",28.8365570599613,2068
"553","BOS","CMH",38.9571183533448,583
"554","BOS","CVG",27.1193029490617,746
"555","BOS","DAY",26.5294117647059,68
"556","BOS","DCA",34.2772609819121,3870
"557","BOS","DEN",33.5584970111016,1171
"558","BOS","DFW",37.1762013729977,1311
"559","BOS","DTW",32.598235765838,1247
"560","BOS","EWR",55.4766637856525,2314
"561","BOS","FLL",35.1205936920223,1078
"562","BOS","GSO",49.6637931034483,232
"563","BOS","IAD",41.6909535452323,2045
"564","BOS","IAH",34.4330312185297,993
"565","BOS","IND",43.5100502512563,398
"566","BOS","JAX",31.860824742268,388
"567","BOS","JFK",48.1909683217255,4451
"568","BOS","LAS",37.5260180995475,884
"569","BOS","LAX",34.6034482758621,1334
"570","BOS","LGA",31.0490764215864,5522
"571","BOS","LGB",26.5144032921811,243
"572","BOS","MCO",31.3419062027231,1322
"573","BOS","MDW",36.2759856630824,558
"574","BOS","MEM",48.4715025906736,386
"575","BOS","MIA",32.4372881355932,885
"576","BOS","MSP",30.62,800
"577","BOS","MSY",97,2
"578","BOS","MYR",37.046511627907,43
"579","BOS","OAK",26.9166666666667,192
"580","BOS","ORD",42.5201443174985,3326
"581","BOS","ORF",45.9047619047619,273
"582","BOS","PBI",33.8131487889273,578
"583","BOS","PDX",26.4528301886792,53
"584","BOS","PHF",42.1566265060241,415
"585","BOS","PHL",42.5721677559913,3672
"586","BOS","PHX",30.8881118881119,572
"587","BOS","PIT",36.3351724137931,725
"588","BOS","RDU",32.053395240859,1723
"589","BOS","RIC",44.915,200
"590","BOS","ROC",43.5,2
"591","BOS","RSW",26.9167904903418,673
"592","BOS","SAN",32.6492537313433,268
"593","BOS","SAV",29.3272727272727,165
"594","BOS","SDF",35.1,60
"595","BOS","SEA",34.9061433447099,586
"596","BOS","SFO",33.0301027900147,1362
"597","BOS","SJC",30.75,128
"598","BOS","SJU",24.1730382293763,497
"599","BOS","SLC",23.3236151603499,343
"600","BOS","SRQ",34,6
"601","BOS","STL",28.3936430317848,409
"602","BOS","STT",43.25,20
"603","BOS","TPA",32.7521613832853,694
"604","BOS","TTN",36.3217592592593,432
"605","BPT","IAH",33.32,100
"606","BQK","ATL",32.3352941176471,510
"607","BQN","EWR",32.0833333333333,156
"608","BQN","JFK",21.487922705314,207
"609","BQN","MCO",44.6384615384615,130
"610","BRO","IAH",41.4989561586639,479
"611","BRW","ANC",36.5742574257426,101
"612","BRW","FAI",33.6309012875536,233
"613","BRW","SCC",50.4117647058824,51
"614","BTM","SLC",21.0174216027875,287
"615","BTR","ATL",52.6804384485666,1186
"616","BTR","CVG",35.1964285714286,168
"617","BTR","DCA",30.2138728323699,173
"618","BTR","DFW",40.7410236822002,1309
"619","BTR","IAH",35.7032392894462,957
"620","BTR","MEM",29.9563218390805,435
"621","BTR","ORD",52.9076086956522,184
"622","BTV","ATL",41.0031746031746,315
"623","BTV","CLE",35.4922279792746,193
"624","BTV","CVG",28.2574257425743,202
"625","BTV","DTW",39.7278106508876,338
"626","BTV","EWR",61.3418439716312,705
"627","BTV","JFK",43.4899034240562,1139
"628","BTV","MSP",53.6666666666667,21
"629","BTV","ORD",58.5967741935484,372
"630","BTV","PHL",44.0444444444444,90
"631","BUF","ATL",31.0314171122995,1496
"632","BUF","BOS",45.7046979865772,298
"633","BUF","BWI",25.9187380497132,1046
"634","BUF","CLE",35.6109090909091,550
"635","BUF","CLT",23.7313019390582,722
"636","BUF","CVG",35.2402597402597,308
"637","BUF","DCA",16.28,125
"638","BUF","DTW",28.0564024390244,656
"639","BUF","EWR",56.7092024539877,815
"640","BUF","FLL",34.8333333333333,24
"641","BUF","IAD",54.9698630136986,365
"642","BUF","JFK",46.2379679144385,2244
"643","BUF","LAS",17.0869565217391,115
"644","BUF","MCO",25.4115226337449,486
"645","BUF","MDW",28.9606741573034,356
"646","BUF","MSP",36.4791666666667,96
"647","BUF","ORD",45.9094908862351,1591
"648","BUF","PHL",40.1757105943152,387
"649","BUF","PHX",18.3426573426573,143
"650","BUF","TPA",30.5655172413793,145
"651","BUR","DEN",20.8681318681319,546
"652","BUR","DFW",30.1464435146443,717
"653","BUR","JFK",41.2960725075529,662
"654","BUR","LAS",19.017793594306,2529
"655","BUR","OAK",16.7411575562701,2488
"656","BUR","PDX",41.8260869565217,23
"657","BUR","PHX",20.058975685463,1933
"658","BUR","SEA",33.0494923857868,788
"659","BUR","SFO",41.4638069705094,1119
"660","BUR","SJC",17.6290706910246,1259
"661","BUR","SLC",21.3504398826979,682
"662","BUR","SMF",19.4622467771639,1629
"663","BWI","ABE",80,1
"664","BWI","ABQ",25.2888888888889,135
"665","BWI","ALB",28.9500438212095,1141
"666","BWI","ATL",32.2960793150068,2219
"667","BWI","AUS",28.4545454545455,253
"668","BWI","AVP",140,1
"669","BWI","BDL",26.7935356200528,1516
"670","BWI","BHM",27.6150234741784,426
